# Date Updated: 12/18/2015
# Source: http://svo2.cab.inta-csic.es/svo/theory/fps3/index.php?mode=browse&gname=TYCHO (MVB 2014 versions)
# Wavelength(nm) Transmission(0-1)
449.47 0.000000
451.77 0.009000
454.07 0.024000
456.37 0.049000
458.67 0.090000
460.98 0.145000
463.28 0.215000
465.59 0.297000
467.90 0.386000
470.20 0.478000
472.51 0.568000
474.82 0.650000
477.13 0.721000
479.44 0.780000
481.75 0.828000
484.07 0.866000
486.38 0.895000
488.69 0.919000
491.01 0.937000
493.32 0.953000
495.64 0.966000
497.95 0.977000
500.27 0.986000
502.59 0.993000
504.91 0.997000
507.23 0.999000
509.55 1.000000
511.87 0.998000
514.19 0.994000
516.52 0.988000
518.84 0.980000
521.16 0.971000
523.49 0.960000
525.82 0.948000
528.14 0.935000
530.47 0.922000
532.80 0.907000
535.13 0.893000
537.46 0.878000
539.79 0.862000
542.12 0.845000
544.45 0.828000
546.78 0.810000
549.11 0.792000
551.45 0.774000
553.78 0.755000
556.12 0.736000
558.45 0.717000
560.79 0.698000
563.13 0.678000
565.47 0.657000
567.80 0.635000
570.14 0.613000
572.48 0.592000
574.83 0.571000
577.17 0.549000
579.51 0.527000
581.85 0.505000
584.20 0.484000
586.54 0.462000
588.89 0.439000
591.23 0.417000
593.58 0.395000
595.93 0.374000
598.27 0.354000
600.62 0.334000
602.97 0.314000
605.32 0.295000
607.67 0.277000
610.02 0.259000
612.37 0.243000
614.73 0.228000
617.08 0.214000
619.43 0.200000
621.79 0.187000
624.14 0.175000
626.50 0.163000
628.86 0.152000
631.21 0.142000
633.57 0.133000
635.93 0.124000
638.29 0.116000
640.65 0.109000
643.01 0.101000
645.37 0.094000
647.73 0.087000
650.10 0.080000
652.46 0.074000
654.82 0.067000
657.19 0.062000
659.55 0.056000
661.92 0.050000
664.29 0.044000
666.65 0.038000
669.02 0.031000
671.39 0.024000
673.76 0.018000
676.13 0.012000
678.50 0.006000
