# Date Updated: 12/18/2015
# Source: http://svo2.cab.inta-csic.es/svo/theory/fps3/index.php?mode=browse&gname=WISE
# Wavelength(nm) Transmission(0-1)
19050.00 0.000055
19060.00 0.000103
19070.00 0.000343
19080.00 0.000804
19090.00 0.001498
19100.00 0.002063
19110.00 0.002508
19120.00 0.002643
19130.00 0.002698
19140.00 0.002591
19150.00 0.002426
19160.00 0.002141
19170.00 0.001759
19180.00 0.001296
19190.00 0.000705
19200.00 0.000308
19210.00 0.000176
19220.00 0.000068
19230.00 0.000164
19240.00 0.000180
19250.00 0.000164
19260.00 0.000301
19270.00 0.000427
19280.00 0.000546
19290.00 0.000655
19300.00 0.000151
19310.00 0.000745
19320.00 0.000816
19330.00 0.000923
19340.00 0.001053
19350.00 0.001226
19360.00 0.001403
19370.00 0.001776
19380.00 0.002209
19390.00 0.002964
19400.00 0.003867
19410.00 0.004791
19420.00 0.005634
19430.00 0.006339
19440.00 0.006851
19450.00 0.007315
19460.00 0.007649
19470.00 0.007978
19480.00 0.008233
19490.00 0.008487
19500.00 0.008855
19510.00 0.009307
19520.00 0.009992
19530.00 0.010916
19540.00 0.012081
19550.00 0.013649
19560.00 0.015414
19570.00 0.017887
19580.00 0.020500
19590.00 0.024044
19600.00 0.027777
19610.00 0.032494
19620.00 0.037369
19630.00 0.042860
19640.00 0.048969
19650.00 0.056002
19660.00 0.063654
19670.00 0.071927
19680.00 0.081434
19690.00 0.091564
19700.00 0.104130
19710.00 0.117010
19720.00 0.132610
19730.00 0.148870
19740.00 0.167850
19750.00 0.187130
19760.00 0.208580
19770.00 0.231320
19780.00 0.255580
19790.00 0.282030
19800.00 0.309280
19810.00 0.343370
19820.00 0.377190
19830.00 0.414440
19840.00 0.451420
19850.00 0.488740
19860.00 0.526100
19870.00 0.557310
19880.00 0.588550
19890.00 0.617040
19900.00 0.642450
19910.00 0.664790
19920.00 0.687150
19930.00 0.706120
19940.00 0.725410
19950.00 0.741310
19960.00 0.754430
19970.00 0.761030
19980.00 0.767940
19990.00 0.768330
20000.00 0.769020
20010.00 0.766290
20020.00 0.766670
20030.00 0.767370
20040.00 0.767750
20050.00 0.771260
20060.00 0.775080
20070.00 0.778590
20080.00 0.782110
20090.00 0.785620
20100.00 0.786010
20110.00 0.786720
20120.00 0.790240
20130.00 0.796910
20140.00 0.806710
20150.00 0.816530
20160.00 0.829490
20170.00 0.839330
20180.00 0.848860
20190.00 0.855560
20200.00 0.855990
20210.00 0.859560
20220.00 0.856840
20230.00 0.857260
20240.00 0.854530
20250.00 0.851800
20260.00 0.849380
20270.00 0.849800
20280.00 0.843900
20290.00 0.838000
20300.00 0.832090
20310.00 0.826170
20320.00 0.820250
20330.00 0.817490
