# Date Updated: 12/18/2015
# Source: http://svo2.cab.inta-csic.es/svo/theory/fps3/index.php?mode=browse&gname=WISE
# Wavelength(nm) Transmission(0-1)
3890.00 0.000108
3900.00 0.000155
3910.00 0.000223
3920.00 0.000418
3930.00 0.000568
3940.00 0.000441
3950.00 0.001312
3960.00 0.009263
3970.00 0.011478
3980.00 0.014509
3990.00 0.018672
4000.00 0.024421
4010.00 0.034426
4020.00 0.050556
4030.00 0.075032
4040.00 0.110010
4050.00 0.157010
4060.00 0.224670
4070.00 0.306500
4080.00 0.397120
4090.00 0.493910
4100.00 0.588940
4110.00 0.672690
4120.00 0.741540
4130.00 0.797610
4140.00 0.838570
4150.00 0.863130
4160.00 0.880660
4170.00 0.891110
4180.00 0.895640
4190.00 0.895390
4200.00 0.893920
4210.00 0.888840
4220.00 0.882510
4230.00 0.876140
4240.00 0.877000
4250.00 0.880280
4260.00 0.881140
4270.00 0.878320
4280.00 0.877940
4290.00 0.881210
4300.00 0.888180
4310.00 0.895170
4320.00 0.902190
4330.00 0.906750
4340.00 0.910080
4350.00 0.910940
4360.00 0.908050
4370.00 0.905140
4380.00 0.899700
4390.00 0.891720
4400.00 0.884950
4410.00 0.879400
4420.00 0.873820
4430.00 0.870740
4440.00 0.866360
4450.00 0.864500
4460.00 0.865170
4470.00 0.869660
4480.00 0.878000
4490.00 0.888940
4500.00 0.901210
4510.00 0.916100
4520.00 0.928460
4530.00 0.942160
4540.00 0.953320
4550.00 0.961920
4560.00 0.969240
4570.00 0.973980
4580.00 0.977420
4590.00 0.976930
4600.00 0.975120
4610.00 0.971970
4620.00 0.966160
4630.00 0.960310
4640.00 0.953110
4650.00 0.945860
4660.00 0.938580
4670.00 0.935250
4680.00 0.931910
4690.00 0.931220
4700.00 0.930520
4710.00 0.933850
4720.00 0.938530
4730.00 0.944570
4740.00 0.954690
4750.00 0.962130
4760.00 0.972320
4770.00 0.979810
4780.00 0.985960
4790.00 0.988020
4800.00 0.990090
4810.00 0.989400
4820.00 0.988700
4830.00 0.989380
4840.00 0.988660
4850.00 0.989320
4860.00 0.989970
4870.00 0.990610
4880.00 0.992650
4890.00 0.994680
4900.00 0.996710
4910.00 0.997350
4920.00 0.999380
4930.00 1.000000
4940.00 0.999210
4950.00 0.996990
4960.00 0.994750
4970.00 0.991080
4980.00 0.985960
4990.00 0.980810
5000.00 0.971350
5010.00 0.963270
5020.00 0.952280
5030.00 0.941250
5040.00 0.930160
5050.00 0.919020
5060.00 0.907830
5070.00 0.896590
5080.00 0.886750
5090.00 0.876860
5100.00 0.866930
5110.00 0.854030
5120.00 0.841070
5130.00 0.820730
5140.00 0.798830
5150.00 0.763610
5160.00 0.726760
5170.00 0.676470
5180.00 0.620070
5190.00 0.556020
5200.00 0.485640
5210.00 0.416620
5220.00 0.347170
5230.00 0.283590
5240.00 0.225600
5250.00 0.175040
5260.00 0.135460
5270.00 0.099248
5280.00 0.075935
5290.00 0.053213
5300.00 0.040746
5310.00 0.028307
5320.00 0.021081
5330.00 0.014697
5340.00 0.010435
5350.00 0.007237
5360.00 0.004046
5370.00 0.003048
5380.00 0.002276
5390.00 0.001734
5400.00 0.001289
5410.00 0.000973
5420.00 0.000739
5430.00 0.000549
5440.00 0.000391
5450.00 0.000310
5460.00 0.000215
5470.00 0.000279
5480.00 0.000315
5490.00 0.000314
5500.00 0.000259
5510.00 0.000225
5520.00 0.000195
5530.00 0.000150
5540.00 0.000133
5550.00 0.000104
5560.00 0.000061
