# Date Updated: 12/18/2015
# Source: http://svo2.cab.inta-csic.es/svo/theory/fps3/index.php?mode=browse&gname=WISE
# Wavelength(nm) Transmission(0-1)
2600.00 0.000002
2610.00 0.000358
2620.00 0.001180
2630.00 0.000929
2640.00 0.000751
2650.00 0.000819
2660.00 0.000882
2670.00 0.001052
2680.00 0.000339
2690.00 0.000517
2700.00 0.000818
2710.00 0.008729
2720.00 0.007730
2730.00 0.004605
2740.00 0.003436
2750.00 0.007399
2760.00 0.013747
2770.00 0.023550
2780.00 0.045209
2790.00 0.088875
2800.00 0.155560
2810.00 0.230090
2820.00 0.283690
2830.00 0.306870
2840.00 0.304250
2850.00 0.294150
2860.00 0.282100
2870.00 0.268090
2880.00 0.255010
2890.00 0.254010
2900.00 0.266250
2910.00 0.289030
2920.00 0.315010
2930.00 0.337820
2940.00 0.357020
2950.00 0.373560
2960.00 0.388650
2970.00 0.405480
2980.00 0.421450
2990.00 0.432630
3000.00 0.437010
3010.00 0.441420
3020.00 0.445840
3030.00 0.445340
3040.00 0.437870
3050.00 0.428360
3060.00 0.414770
3070.00 0.400080
3080.00 0.382270
3090.00 0.367360
3100.00 0.359440
3110.00 0.367710
3120.00 0.395390
3130.00 0.437550
3140.00 0.476890
3150.00 0.507220
3160.00 0.528440
3170.00 0.544610
3180.00 0.558790
3190.00 0.572010
3200.00 0.583200
3210.00 0.590270
3220.00 0.597370
3230.00 0.602390
3240.00 0.606370
3250.00 0.602930
3260.00 0.598400
3270.00 0.595960
3280.00 0.599930
3290.00 0.617870
3300.00 0.653170
3310.00 0.699470
3320.00 0.748210
3330.00 0.791790
3340.00 0.822540
3350.00 0.840210
3360.00 0.840520
3370.00 0.826510
3380.00 0.810200
3390.00 0.790560
3400.00 0.769570
3410.00 0.758470
3420.00 0.775220
3430.00 0.821170
3440.00 0.883000
3450.00 0.939660
3460.00 0.976280
3470.00 0.994970
3480.00 1.000000
3490.00 0.998310
3500.00 0.997740
3510.00 0.997270
3520.00 0.996660
3530.00 0.996150
3540.00 0.988570
3550.00 0.975130
3560.00 0.956940
3570.00 0.936310
3580.00 0.915550
3590.00 0.902860
3600.00 0.900670
3610.00 0.913790
3620.00 0.936420
3630.00 0.957980
3640.00 0.970130
3650.00 0.975180
3660.00 0.975460
3670.00 0.975720
3680.00 0.974780
3690.00 0.973810
3700.00 0.972950
3710.00 0.974360
3720.00 0.974560
3730.00 0.967430
3740.00 0.939490
3750.00 0.884560
3760.00 0.798620
3770.00 0.682900
3780.00 0.548040
3790.00 0.407260
3800.00 0.281860
3810.00 0.185290
3820.00 0.115680
3830.00 0.070803
3840.00 0.043646
3850.00 0.027601
3860.00 0.017600
3870.00 0.011016
3880.00 0.006761
3890.00 0.004791
3900.00 0.003984
3910.00 0.003139
3920.00 0.002381
3930.00 0.002255
3940.00 0.001812
3950.00 0.001512
3960.00 0.001134
3970.00 0.000655
3980.00 0.000354
3990.00 0.000043
4000.00 0.000100
