# Date Updated: 12/18/2015
# Source: http://svo2.cab.inta-csic.es/svo/theory/fps3/index.php?mode=browse&gname=PAN-STARRS
# Wavelength(nm) Transmission(0-1)
390.00 0.001000
391.00 0.001000
392.00 0.001000
393.00 0.002000
394.00 0.004000
395.00 0.007000
396.00 0.012000
397.00 0.021000
398.00 0.035000
399.00 0.053000
400.00 0.073000
401.00 0.096000
402.00 0.118000
403.00 0.135000
404.00 0.147000
405.00 0.157000
406.00 0.163000
407.00 0.167000
408.00 0.171000
409.00 0.175000
410.00 0.181000
411.00 0.186000
412.00 0.192000
413.00 0.199000
414.00 0.204000
415.00 0.206000
416.00 0.208000
417.00 0.211000
418.00 0.217000
419.00 0.225000
420.00 0.233000
421.00 0.240000
422.00 0.246000
423.00 0.249000
424.00 0.250000
425.00 0.250000
426.00 0.253000
427.00 0.259000
428.00 0.268000
429.00 0.277000
430.00 0.286000
431.00 0.295000
432.00 0.300000
433.00 0.302000
434.00 0.302000
435.00 0.304000
436.00 0.309000
437.00 0.316000
438.00 0.323000
439.00 0.330000
440.00 0.336000
441.00 0.340000
442.00 0.341000
443.00 0.342000
444.00 0.344000
445.00 0.348000
446.00 0.354000
447.00 0.361000
448.00 0.368000
449.00 0.374000
450.00 0.380000
451.00 0.386000
452.00 0.392000
453.00 0.396000
454.00 0.398000
455.00 0.398000
456.00 0.394000
457.00 0.388000
458.00 0.384000
459.00 0.382000
460.00 0.384000
461.00 0.388000
462.00 0.393000
463.00 0.396000
464.00 0.396000
465.00 0.396000
466.00 0.397000
467.00 0.397000
468.00 0.399000
469.00 0.400000
470.00 0.401000
471.00 0.402000
472.00 0.403000
473.00 0.405000
474.00 0.408000
475.00 0.413000
476.00 0.418000
477.00 0.424000
478.00 0.431000
479.00 0.437000
480.00 0.441000
481.00 0.444000
482.00 0.446000
483.00 0.448000
484.00 0.451000
485.00 0.453000
486.00 0.456000
487.00 0.458000
488.00 0.460000
489.00 0.460000
490.00 0.459000
491.00 0.455000
492.00 0.451000
493.00 0.450000
494.00 0.453000
495.00 0.459000
496.00 0.463000
497.00 0.467000
498.00 0.471000
499.00 0.472000
500.00 0.471000
501.00 0.468000
502.00 0.466000
503.00 0.463000
504.00 0.459000
505.00 0.457000
506.00 0.456000
507.00 0.455000
508.00 0.456000
509.00 0.456000
510.00 0.457000
511.00 0.458000
512.00 0.459000
513.00 0.461000
514.00 0.465000
515.00 0.469000
516.00 0.473000
517.00 0.475000
518.00 0.476000
519.00 0.475000
520.00 0.473000
521.00 0.472000
522.00 0.473000
523.00 0.473000
524.00 0.474000
525.00 0.473000
526.00 0.472000
527.00 0.474000
528.00 0.477000
529.00 0.483000
530.00 0.489000
531.00 0.495000
532.00 0.498000
533.00 0.500000
534.00 0.501000
535.00 0.502000
536.00 0.502000
537.00 0.502000
538.00 0.502000
539.00 0.502000
540.00 0.501000
541.00 0.500000
542.00 0.496000
543.00 0.493000
544.00 0.489000
545.00 0.486000
546.00 0.481000
547.00 0.467000
548.00 0.438000
549.00 0.390000
550.00 0.323000
551.00 0.248000
552.00 0.175000
553.00 0.113000
554.00 0.068000
555.00 0.041000
556.00 0.025000
557.00 0.015000
558.00 0.009000
559.00 0.006000
560.00 0.003000
561.00 0.002000
562.00 0.002000
563.00 0.001000
564.00 0.001000
565.00 0.001000
566.00 0.001000
