# Date Updated: 12/18/2015
# Source: http://svo2.cab.inta-csic.es/svo/theory/fps3/index.php?mode=browse&gname=2MASS
# Wavelength(nm) Transmission(0-1)
1900.00 0.000000
1915.00 0.000000
1927.00 0.000000
1934.00 0.000200
1939.00 0.000500
1948.00 0.005400
1957.00 0.011900
1962.00 0.019700
1969.00 0.042200
1976.00 0.087300
1981.00 0.152800
1989.00 0.248200
1990.00 0.190200
1998.00 0.233900
2008.00 0.294600
2014.00 0.398200
2019.00 0.336600
2028.00 0.620700
2037.00 0.765000
2045.00 0.746400
2061.00 0.625100
2072.00 0.725500
2075.00 0.689500
2082.00 0.787900
2089.00 0.818100
2099.00 0.822800
2106.00 0.863300
2113.00 0.877800
2120.00 0.854900
2124.00 0.895300
2138.00 0.918900
2145.00 0.926800
2155.00 0.926700
2169.00 0.900900
2176.00 0.922800
2185.00 0.842800
2197.00 0.945900
2208.00 0.980400
2213.00 0.987900
2218.00 0.984800
2232.00 0.964700
2237.00 0.981600
2248.00 0.983400
2256.00 0.961300
2260.00 0.979200
2263.00 1.000000
2265.00 0.963200
2270.00 0.981200
2272.00 0.968100
2276.00 0.910900
2277.00 0.982100
2281.00 0.889600
2284.00 0.891800
2286.00 0.942400
2291.00 0.840400
2293.00 0.804200
2295.00 0.707700
2297.00 0.657600
2299.00 0.560700
2306.00 0.443700
2311.00 0.348200
2316.00 0.230200
2320.00 0.162600
2325.00 0.136000
2328.00 0.092100
2335.00 0.062400
2339.00 0.043100
2344.00 0.034000
2346.00 0.031000
2352.00 0.011800
2361.00 0.006800
2363.00 0.000700
2370.00 0.003000
2375.00 0.002100
2384.00 0.000400
2399.00 0.000000
