# Date Updated: 12/18/2015
# Source: http://svo2.cab.inta-csic.es/svo/theory/fps3/index.php?mode=browse&gname=2MASS
# Wavelength(nm) Transmission(0-1)
1289.00 0.000000
1315.00 0.000000
1341.00 0.000000
1368.00 0.000000
1397.00 0.000000
1418.00 0.000000
1440.00 0.000500
1462.00 0.002800
1478.00 0.008100
1486.00 0.028700
1493.00 0.087100
1504.00 0.201400
1515.00 0.438200
1528.00 0.686400
1539.00 0.818100
1546.00 0.882100
1551.00 0.911800
1556.00 0.926900
1565.00 0.929300
1572.00 0.872700
1577.00 0.856600
1583.00 0.882600
1592.00 0.918100
1597.00 0.926700
1602.00 0.907600
1613.00 0.926000
1619.00 0.920500
1628.00 0.924200
1633.00 0.923500
1642.00 0.941800
1648.00 0.949100
1657.00 0.980700
1659.00 0.993700
1671.00 1.000000
1684.00 0.956100
1701.00 0.924100
1715.00 0.982100
1727.00 0.991600
1739.00 0.988700
1746.00 0.979200
1751.00 0.968200
1753.00 0.937000
1756.00 0.919000
1764.00 0.842300
1775.00 0.667100
1785.00 0.269400
1790.00 0.451600
1796.00 0.173100
1803.00 0.107700
1810.00 0.070700
1813.00 0.005100
1818.00 0.020000
1828.00 0.000400
1835.00 0.000000
1850.00 0.000100
1871.00 0.000000
1893.00 0.000000
1914.00 0.000000
